ID,Title,PostCode,Suburb,Street Address,Postal Address,Telephone,Alt Telephone,Fax,Email,Website,Description,Longitude,Latitude,Can drop off?,EPA licence
1174,City of Holdfast Bay - Depot,5044,Somerton Park,"16 Seaforth Avenue, Somerton Park 5044",PO Box 19 Brighton 5048,(08) 8229 9999,NULL,(08) 8358 4561,mail@holdfast.sa.gov.au,http://www.holdfast.sa.gov.au,"Receive Used Motor Oil and the containers for recycling. (For ease of handling the Depot staff request that no more than 10 litres of oil is in any one container).  Also receive used household and car batteries, Mobile Phones and Mobile Phone Batteries for recycling. Open for drop off 8am-3pm weekdays, please report to reception.",138.5240,-35.0004,1,NA
1176,City of Mount Gambier Waste Transfer Centre,5290,Mount Gambier,"Eucalypt Drive, Mount Gambier 5290",Eucalypt Drive Mount Gambier 5290,(08) 8723 9257,NULL,(08) 8724 9791,city@mountgambier.sa.gov.au,http://www.mountgambier.sa.gov.au,Opening hours: Monday-Friday 7:30am-12:00noon. Saturday and Sunday 2:00pm-5:00pm. Public Holidays Closed.,0.0000,0.0000,1,2412
1177,City of Norwood Payneham and St Peters Depot,5070,Glynde,"30 Davis Road, Glynde 5070",30 Davis Road Glynde 5070,(08) 8366 4513,NULL,(08) 8332 6338,townhall@npsp.sa.gov.au,http://www.npsp.sa.gov.au,"Used Motor Oil Filters & Auto Coolant, Fluorescent globes & tubes. Depot drop off times 7.30am-3.30pm. Mon to Fri. ""Small quantities residential service only""",138.6550,-34.8970,1,
1178,City of Onkaparinga - Noarlunga Office,5168,Noarlunga Centre,"Ramsay Place, Noarlunga Centre  5168",PO Box 1 Noarlunga Centre 5168,(08) 8384 0666,NULL,(08) 8382 8744,mail@onkaparinga.sa.gov.au,http://www.onkaparingacity.com.au,"Collection bins are available at the Noarlunga office and each Customer Service Centre throughout Onkaparinga for Mobile Phones, accessories, button and Rechargeable Batteries, Nicad, lithium Ion, Nickel metal hydride and any containing lead or mercury.",138.4950,-35.1398,1,
1179,City of Onkaparinga - Seaford Meadows Field Operations Centre,5169,Seaford Meadows,"Field Operational Centre Lot 10 Railway Road Seaford, Meadows 5169",PO Box 1 Noarlunga Centre 5168,(08) 8384 0666,(08) 8384 0128,(08) 8327 3041,mail@onkaparinga.sa.gov.au,http://www.onkaparingacity.com.au,"Recycles Used Motor Oil (in containers up to 20L), fluorescent globes and tubes (unbroken only), batteries (button, rechargeable, lead acid, nickel cadmium, lithium ion and any with mercury). Open to the public from 8.00am to 3.00pm,  5 days a week. Closed Public Holidays.",0.0000,0.0000,1,
1180,City of Onkaparinga - The Hub Office,5159,Aberfoyle Park,"Aberfoyle Park Office (The Hub), Aberfoyle Park 5159",PO Box 1 Noarlunga Centre 5168,(08) 8384 0666,NULL,(08) 8382 8744,mail@onkaparinga.sa.gov.au,http://www.onkaparingacity.com.au," The Aberfoyle Park Hub Customer Service Centre has collection bins for recycling Mobile Phones & household batteries. Open: Monday-Friday 8.30am-5pm. We recycle Mobile Phones and accessories as well as batteries (Button and Rechargeable Batteries, NiCad, lithium ion, nickel metal hydride, lead acid and any battery containing mercury or lead).",0.0000,0.0000,1,
1182,City of Onkaparinga- Willunga Office,5172,Willunga,"St Peters Terrace,  Willunga  5172",PO Box 1 Noarlunga Centre 5168,(08) 8384 0666,NULL,(08) 8382 8744,mail@onkaparinga.sa.gov.au,http://www.onkaparingacity.com.au,"Collection bins are available at each council customer service centre & all 6 council libraries. Willunga Library is open 8:30 am to 5:00 pm Monday-Wednesday & Friday, Thursday: 8.30am-6pm, Sunday 2pm-5pm. The Willunga Environment Centre, 18 High St., Willunga also accepts the items listed. Open Monday-Friday 10am-3pm, Saturday: 9.30am-1.30pm. We recycle Mobile Phones and accessories, button and Rechargeable Batteries, lead acid, ni-cad, nickel metal hydride, lithium ion and any battery containing mercury. No Alkaline batteries please. Fluoro globes and tubes may be dropped at Willunga Environment Centre.",138.5580,-35.2715,1,
1181,City of Onkaparinga-Woodcroft Office,5162,Woodcroft,"175 Bains Rd, Woodcroft 5162","PO Box 1, Noarlunga Centre, SA 5168",(08) 8384 0666,NULL,(08) 8382 8744,mail@onkaparinga.sa.gov.au,http://www.onkaparingacity.com.au,"Collection boxes are available for the recycling of Mobile Phones, accessories, household batteries including button and rechargeables, NiCad, lithium Ion, nickel metal hydride and any containing lead or mercury. Unbroken fluoro tubes and globes may be dropped off here for recycling also. Open 8.30-5pm.",138.5460,-35.1139,1,
1183,City of Playford Transfer Station - managed by Whelan Kartaway,5121,Penfield,"Andrews Road, Penfield 5121",Unit 1/65 Stephens Avenue Torrensville 5031,1300 362 362,(08) 8284 7507,(08) 8284 7507,NULL,http://www.kartaway.com.au,Opening hours 7 days a week 9am-4pm. City of Playford Transfer Station recycles Container Deposits  demolition materials  green waste  paper and cardboard  motors  batteries and domestic quantities of Used Motor Oil and oil containers. We also transfer asbestos.,138.6450,-34.6926,1,234
1184,City of Port Lincoln -  Resource Recovery Centre,5606,Port Lincoln,"Hassel Road, Port Lincoln 5606",PO Box 1787 Port Lincoln 5606,(08) 8682 3860,(08) 8682 3033,(08) 8682 2425,plcc@plcc.sa.gov.au,http://www.portlincoln.sa.gov.au,"Opening hours Mon, Wed, Fri and Sun 8am-4pm, Tues-Thurs 8am-1pm. Closed on Saturday and Public Holidays. Contracted out to Veolia Environmental Services - accept general waste including construction timber.  Can accept some fish waste (up to 100 tonnes). Do not accept  Tyres or liquid waste.",135.8360,-34.7491,1,EPA 237
1187,City of Salisbury - Pooraka Waste Transfer Station,5095,Pooraka,"61 Research Road, Pooraka 5095",61 Research Road Pooraka 5095,(08) 8406 8392,NULL,(08) 8162 5348,research@salisbury.sa.gov.au,http://www.salisbury.sa.gov.au,The City of Salisbury Pooraka Transfer Station recycles waste oil  lubricants  Tyres  mixed recyclables  Container Deposits  Green Organic Waste  general waste  clean fill  mulch  bark  Building and Demolition Materials  Gas Bottles  fire extinguishers and water containers. Please note that there is no deposit paid for cans/bottles.,138.6350,-34.8167,1,240
1185,City of Tea Tree Gully - Environmental Care Sunday Service Elmers Park,5097,St Agnes,"Smart Road, St Agnes 5097",Smart Road St Agnes 5097,(08) 8397 7444,NULL,(08) 8397 7400,cttg@cttg.sa.gov.au, http://www.teatreegully.sa.gov.au,"Recycle garden green organics, motor oil in domestic quantities, car batteries. Available to residents only during the hours of 10am-2pm on the second and last Sunday of each month.",138.7100,-34.8322,1,NA
1186,City of West Torrens - North Plympton Waste Transfer Station,5037,North Plympton,"181 Morphett Road, North Plympton 5037",181 Morphett Road North Plympton 5037,(08) 8295 5790,NULL,(08) 8295 5778,solomari@solo.com.au,http://www.solo.com.au,Recycles all Container Deposits  non-deposit  paper  cardboard  tins/cans  soft and Hard Plastic  green organics  Gas Bottles  rubble  wood  electronic waste Used Motor Oil  ferrous and Non-ferrous Metal and computers.,138.5360,-34.9570,1,"EPA 242 (site), EPA 2446 (transportation)"
1188,Clare Recycling Depot,5453,Clare,"9 Archer Place, Clare 5453",PO Box 427 Clare 5453,(08) 8842 2642,0409 122 259,NULL,NULL,NULL,"Opening hours mon-fri 8:30am-5pm, closed for lunch 12noon-1pm. Clare Recycling Depot recycles all Container Deposits and Non-deposit Glass bottles  batteries  radiators  ferrous and Non-ferrous Metal.",138.6180,-33.8363,1,could not find
1189,Cleve & Arno Bay Recyclers,5640,Cleve,"Lot 431 Depot Street, Cleve 5640",PO Box 111 Arno Bay 5603,0427 762 409,(08) 8628 0085,(08) 8628 0085,carrickr@bigpond.com,NULL,"Opening hours Thurs, Fri 10am-4pm.",136.4840,-33.7009,1,NA
1175,Cleve Mitre 10 Handy,5640,Cleve,"24 Fourth Street, Cleve 5640",,(08) 8628 2477,NULL,NULL,NULL,http://www.mitre10.com.au,NULL,136.4940,-33.7024,1,
1190,CMA Recycling,5013,Wingfield,"16-20 Johansson Road, Wingfield 5013",16-20 Johansson Road Wingfield 5013,(08) 8262 4558,NULL,(08) 8262 4202,admin@cmacorp.net,http://www.cmacorp.net,CMA Recycling and CMA Ecocycle accept scrap metal and Non-ferrous Metal  Fluorescent Tubes  x-rays HID lamps and globes of all sizes for recycling. For recycling of fluorescent globes/tubes please visit reception of CMA Ecocycle at 16-20 Johansson Road Wingfield (Please note that we charge for this service). For recycling of metals please report to weighbridge at the same address.,138.5700,-34.8436,1,18882
1191,Coastal Recycling Yankalilla,5203,Yankalilla,"3 Bartlett Place, Yankalilla 5203",PO Box 318 Victor Harbor 5211,(08) 8552 1716,0407 777 878,(08) 8552 1716,scbc2@bigpond.net.au,http://www.southcoastrecycle.com.au,South Coast Bottle and Can Company in Victor Harbor recycles paper  Newspaper  cardboard  Glass  Container Deposits  metals  plastics and batteries.,0.0000,0.0000,1,
1192,Computerquip Pty Ltd,5096,Para Hills West,"Unit 8 1445 Main North Road, Para Hills West 5096",PO Box 651 Salisbury South 5106,1300 888 223,(08) 8250 6763,(08) 8281 2227,vince@computerquip.com.au,http://www.consumableplus.com.au,Opening hours Mon-Fri 9am-5pm. Computerquip recycle and remanufacture for reuse of printer toner cartridges.,138.6460,-34.7938,1,NA
1193,Container Reconditioning Services Pty Ltd,5094,Dry Creek,"180a Cavan Road, Dry Creek 5094",180a Cavan Road Dry Creek 5094,(08) 8359 7011,0411 175 671,(08) 8359 7022,crsdrums@bigpond.com,http://www.crsdrums.com.au,Container Reconditioning Services (CRS) recycles all liquid packaging containers. CRS also supplies a wide variety of new and reconditioned steel and plastic containers (20L  60L  200L drums and 1000L Intermediate Bulk Containers (IBCs) as well as new parts and accessories.,138.5960,-34.8341,1,14212
1194,Coorong District Council - Coonalpyn Landfill Site,5265,Coonalpyn,"333 Tauraget Well Road, Coonalpyn 5265",PO Box 399 Tailem Bend 5260,(08) 8572 3611,NULL,(08) 8572 3822,council@coorong.sa.gov.au,http://www.coorong.sa.gov.au,Waste Depot Hours: Sundays and Wednesdays 12-4pm.,0.0000,0.0000,1,302
1195,Coorong District Council - Jabuk Waste Depot,5301,Jabuk,"36 Piggott Road, Jabuk 5301",PO Box 399 Tailem Bend 5260,(08) 8572 3611,NULL,(08) 8572 3822,council@coorong.sa.gov.au,http://www.coorong.sa.gov.au,Opening hours: third Sunday of each month 10am-12noon. Please note we also run Drummuster from this site. Contact Council to find out when Drummuster is held.,0.0000,0.0000,1,2150
1196,Coorong District Council - Meningie Landfill Site,5264,Meningie,"45 Yarindale Road, Meningie 5264",PO Box 399 Tailem Bend 5260,(08) 8572 3611,NULL,(08) 8572 3822,council@coorong.sa.gov.au,http://www.coorong.sa.gov.au,Waste Depot Hours: Sundays and Wednesdays 10am-4pm. Please note we also run Drummuster from this site. Contact Council to find out when Drummuster is held.,139.3500,-35.6942,1,326 
1197,Coorong District Council - Tailem Bend Landfill Site,5260,Tailem Bend,"401 Granites Road, Tailem Bend  5260",PO Box 399 Tailem Bend 5260,(08) 8572 3611,NULL,(08) 8572 3822,council@coorong.sa.gov.au,http://www.coorong.sa.gov.au,Waste Depot Hours: Sundays and Wednesdays 10am-4pm.,0.0000,0.0000,1,2015 
1198,Coorong District Council - Tintinara waste transfer station Waste Depot,5266,Tintinara,"Section 183 Kings Road, Tintinara 5266",PO Box 399 Tailem Bend 5260,(08) 8572 3611,NULL,(08) 8572 3822,council@coorong.sa.gov.au,http://www.coorong.sa.gov.au,"Opening hours Sun, Wed 10am-4pm. Closed Public Holidays. Please note we also run Drummuster from this site. Contact Council to find out when Drummuster is held.",0.0000,0.0000,1,2012
1199,Coorong District Council - Yumali Waste Depot,5261,Yumali,"Crn Lymn & Tynan Road, Yumali  5261",PO Box 399 Tailem Bend 5260,(08) 8572 3611,NULL,(08) 8572 3822,council@coorong.sa.gov.au,http://www.coorong.sa.gov.au,Waste Depot Hours: Third Sunday of each month 1-3pm. Please note that we do accept posts that have treated with Perma Pine. Please note we also run Drummuster from this site. Contact Council to find out when Drummuster is held.,0.0000,0.0000,1,340
1200,Copper Triangle Scrap Metal and Resale Steels,5554,Kadina,"10 Kennett Street, Kadina 5554",10 Kennett Street Kadina 5554,(08) 8821 1488,NULL,NULL,NULL,NULL,Opening hours Tues-Fri 8:30am-4:30pm. Metal recyclers servicing local businesses and the general public in the northern Yorke Peninsula Region.,137.7130,-33.9739,1,NA
1204,Corporation of the City of Unley,5061,Unley,"75 King William Road, Unley 5061",PO Box 1 Unley SA 5061,(08) 8372 5111,NULL,(08) 8271 4886,pobox1@unley.sa.gov.au,http://www.unley.sa.gov.au,Opening hours Mon-Fri 9am-3pm. Please note that we only accept household quantities. If you have any queries please call.,138.6010,-34.9478,1,15830
1205,Cowell Recycling,5602,Cowell,"Corner Smith and Franklin Streets, Cowell 5602",Corner Smith and Franklin Streets Cowell 5602,(08) 8629 2035,NULL,(08) 8629 2035,NULL,NULL,Opening hours Mon-Thurs 3:30pm-5:00pm,136.9180,-33.6858,1,NA
1206,Cummins Recyclers,5631,Cummins,"5a Hayman Drive, Cummins 5631",3 Walter Street Cummins 5631,(08) 8676 2127,0429 082 656,(08) 8676 2127,nortontransport@bigpond.com,NULL,Please ring to arrange a drop off.,135.7310,-34.2605,1,NA
1207,Darke Peak Recycling,5642,Darke Peak,"Lot 47, Henry Street, Darke Peak 5642",RSD 150 Darke Peake 5642,(08) 8620 7037,0458 027 209,NULL,NULL,NULL,Open Mon-Fri 9am-5pm,136.2010,-33.4687,1,NA
1208,Daws Road Bottle Co,5039,Edwardstown,"76 Daws Road, Edwardstown 5039",76 Daws Road Edwardstown 5039,(08) 8277 5588,NULL,(08) 8277 5909,rawlings@internode.on.net,NULL,Recycles Container Deposits  batteries  scrap metals  cardboard and car bodies.,138.5720,-34.9928,1,
1209,Denron Metals,5031,Thebarton,"22 West Thebarton Road, Thebarton 5031",22 West Thebarton Road Thebarton 5031,(08) 8352 8798,0405 113 425,(08) 8234 1272,denronmetals@ihug.com.au,http://www.denronmetals.com.au,We are open from 7:00am-4:30pm Mon-Fri and 7:00am-11:45am on Saturday mornings. Denron Metals deal in any kind of scrap metal like stainless steel  copper  brass  cast iron or aluminium.  Denron also take old fridges  washing machines  dishwashers and dryers  old computers batteries and PVC encapsulated copper wire.,138.5700,-34.9137,1,EPA 14691
1210,Dial A Ribbon,5048,Hove,"10 Seventh Avenue, Hove 5048",10 Seventh Avenue Hove 5048,(08) 8377 1888,NULL,(08) 8377 0877,dialaribbon@completenet.com.au,NULL,Dial A Ribbon recycles typewriter and printer ribbons. Please ring in advance to arrange drop off of these materials.,138.5300,-35.0108,1,NA
1211,Distribution 360,5110,Burton,"Lot 10 Hatcher Court, Burton 5110",PO Box 97 Smithfield 5114,0414 280 891,0488 360 360,NULL,daniel@d360.com.au,NULL,Opening hours Mon-Sat 8:00am-5:30pm,138.5880,-34.7338,1,23245
1212,District Council of Barunga West - Bute Waste Disposal Site,5560,Bute,"Old Snowtown Road, Bute 5560",PO Box 3 Port Broughton 5522,(08) 8635 2107,(08) 8826 2011,(08) 8635 2596,barunga@barungawest.sa.gov.au,http://www.barungawest.sa.gov.au,Recycles all scrap metal and Used Motor Oil.,138.0590,-33.8453,1,365
1213,District Council of Barunga West - Port Broughton Waste Disposal Site,5522,Port Broughton,"Dale Road, Port Broughton 5522",PO Box 3 Port Broughton 5522,(08) 8635 2107,NULL,(08) 8635 2596,barunga@barungawest.sa.gov.au,http://www.barungawest.sa.gov.au,"Open Monday, Thursday and Sunday 9:00am to 12:00noon. Closed Fire Ban Days.",137.9390,-33.6141,1,345
1214,District Council of Ceduna,5690,Ceduna,"South Terrace, Ceduna 5690",PO Box 175 Ceduna 5690,(08) 8625 3407,NULL,(08) 8625 3435,council@ceduna.sa.gov.au,http://www.ceduna.net,Public bin bank for disposal (for recycling) of plastic  steel  aluminium and (brown  clear and green) Glass containers.,133.6740,-32.1270,1,NA
1215,District Council of Ceduna - Adjacent Thevenard Shipping Pier,5690,Thevenard,"West Terrace, Thevenard 5690",PO Box 175 Ceduna 5690,(08) 8625 3407,NULL,(08) 8625 3435,council@ceduna.sa.gov.au,http://www.ceduna.net,Please arrange drop off with District Council of Ceduna. We accept Used Motor Oil.  Also provide receptacles for the storage of coolants  oily Rags and Oil Filters as well as an area for the storage for empty containers.,133.6460,-32.1461,1,NA
1216,District Council of Ceduna - Ceduna Council Landfill,5690,Ceduna,"OTC Road after the Council Depot Goode Road, Ceduna 5690",PO Box 175 Ceduna 5690,(08) 8625 3407,NULL,(08) 8625 3435,council@ceduna.sa.gov.au,http://www.ceduna.net,"Opening hours Mon, Wed, Thurs and Fri 9am-5pm, Tues closed, Sat 10am-12noon, Sun 10am-1pm. Closed Public Holidays. Closed between 12noon-12:30pm on Weekdays. Recycle Used Motor Oil.",133.6900,-32.1105,1,3070
1217,District Council of Ceduna - Thevenard Slipway,5690,Thevenard,"247A Slipway Road, Thevenard 5690",PO Box 175 Ceduna 5690,(08) 8625 3407,NULL,(08) 8625 3435,council@ceduna.sa.gov.au,http://www.ceduna.net,Please arrange drop off with District Council of Ceduna. Provide receptacles for the storage of coolants  oily Rags and Oil Filters as well as an area for the storage for empty containers.,0.0000,0.0000,1,NA
1220,District Council of Cleve- Cleve Transfer Station,5640,Cleve,"Birdseye Highway, Cleve 5640",PO Box 36 Cleve 5640,(08) 8628 2004,NULL,(08) 8628 2428,council@cleve.sa.gov.au,http://www.cleve.sa.gov.au,"Open Tuesday 8:30am-10:30am, Friday 2:30pm-4:30pm, Saturday and Sunday 10am-12noon. All products must be free of contaminants. Any contaminants and the product will be deemed as landfill only and a fee will apply. We only accept Gas Bottles with top removed (valve). We accept plastics (clean and lids removed), clean waste oil (no water) and White Goods (fridges must be degassed and degassed sticker attached). All green waste, Tyres and e-waste have a fee based on amount or weight or type. No asbestos. All products must be sorted and placed in appropriate containers or compounds. Fees are paid by pre purchased $2, $5 $10 coupon books. This information applies for the 2011-2012 FY. Drummuster Site by appointment.",136.5180,-33.7008,1,28643
1201,District Council of Coober Pedy Works Depot,,NULL,Lot 500 Hutchinson Street,NULL,(08) 8672 4600,NULL,NULL,NULL,NULL,Open Mon-Fri 7am-12noon,0.0000,0.0000,0,NULL
1202,District Council of Elllison- Lock Works Depot,,NULL,Corner of South Terrace and West Terrace,NULL,(08) 8687 9177,NULL,NULL,NULL,NULL,By appointment only.,0.0000,0.0000,0,NULL
1218,District Council of Franklin Harbour,5602,Cowell,"6 Main Steet, Cowell 5602",PO Box 71 Cowell 5602,(08) 8629 2019,(08) 8629 2231,(08) 8629 2152,council@franklinharbour.sa.gov.au,http://www.franklinharbour.sa.gov.au,"Hard Refuse Collection annually between August and September. Refuse site open Mon, Wed & Fri 3pm-5pm, Sun 10am-12noon. One day a month a recycling service is provided to general ratepayers. Collection from kerb 1st Tuesday in Month.",136.9270,-33.6838,1,
1219,District Council of Franklin Harbour - Cowell Works Depot,5602,Cowell,"Corner Schumann and Melrose Road, Cowell 5602",PO Box 71 Cowell 5602,(08) 8629 2322,(08) 8629 2019,(08) 8629 2231,council@franklinharbour.sa.gov.au,http://www.franklinharbour.sa.gov.au,Open by appointment Monday to Thursday 7.00am to 5.00pm. Recycle Used Motor Oil.,0.0000,0.0000,0,308
1221,District Council of Grant - Carpenter Rocks Waste Transfer Station,5291,Carpenter Rocks,"Old Mill Road, Kongorong 5291",PO Box 724 Mount Gambier 5290,(08) 8721 0444,NULL,(08) 8721 0410,info@dcgrant.sa.gov.au,http://www.dcgrant.sa.gov.au,Waste transfer station open Tuesday 9am-11am & Saturdays 3pm-5pm,0.0000,0.0000,1,28062
1222,District Council of Grant - Donovans Waste Transfer Station and Waste Oil Collection Facility,5291,Donovans,"Border Road, Donovans 5291",PO Box 724 Mount Gambier 5290,(08) 8721 0444,NULL,(08) 8721 0410,info@dcgrant.sa.gov.au,http://www.dcgrant.sa.gov.au,Waste transfer station open Thursday 9am-11am & Sunday 9am-11am,140.9620,-38.0140,1,2049
1223,District Council of Grant - Nene Valley Transfer Station & Waste Oil Collection Facility,5291,Nene Valley,"Nene Valley Road, Nene Valley 5291",PO Box 724 Mount Gambier 5290,(08) 8721 0444,NULL,(08) 8721 0410,info@dcgrant.sa.gov.au,http://www.dcgrant.sa.gov.au,"Waste transfer station open Tuesday 12noon-2pm,Thursday 3pm-5pm and Saturday 12noon-2pm.",0.0000,0.0000,1,2051
1224,District Council of Grant - Port MacDonnell Waste Transfer Station & Waste Oil Collection Facility,5291,Port Macdonnell,"Finger Point Road, Port MacDonnell 5291",PO Box 724 Mount Gambier 5290,(08) 8721 0444,NULL,(08) 8721 0410,info@dcgrant.sa.gov.au,http://www.dcgrant.sa.gov.au,"Waste transfer station open Tuesday 3pm-5pm, Thursday 12noon-2pm, Saturday 9am-11am & Sunday 12noon-2pm",0.0000,0.0000,1,1757
1225,District Council of Grant - Tarpeena Waste Transfer Station and Waste Oil Collection Facility,5277,Tarpeena,"Medhurst/Quarry Road, Tarpeena 5277",PO Box 724 Mount Gambier 5290,(08) 8721 0444,NULL,(08) 8721 0410,info@dcgrant.sa.gov.au,http://www.dcgrant.sa.gov.au,Waste transfer station open Wednesday 3pm-5pm & Saturdays 11am-1pm & Sundays 10am-2pm,0.0000,0.0000,1,2770
1226,District Council of Karoonda East Murray - Karoonda East Murray Waste Oil Collection Facility,5307,Karoonda,"Tower Drive (Extension of East Terrace), Karoonda 5307",PO Box 58 Karoonda 5307,(08) 8578 1004,NULL,(08) 8578 1246,council@dckem.sa.gov.au,http://www.dckem.sa.gov.au,Drop off by appointment. Recycles Used Motor Oil.,139.8990,-35.0915,1,NA
1227,District Council of Lower Eyre Peninsula - Coffin Bay,5607,Coffin Bay,"Harder Street, Coffin Bay 5607",PO Box 41 Cummins 5631,(08) 8676 2106,NULL,(08) 8676 2375,mail@dclep.sa.gov.au,http://www.lowereyrepeninsula.sa.gov.au,"Open Thurs 2pm-4pm, Sat 2pm-4pm and Sun 9am-12noon",135.4650,-34.6235,1,321
1228,District Council of Lower Eyre Peninsula - Cummins Landfill,5631,Cummins,"Off Tumby Bay Road, Cummins 5631",PO Box 41 Cummins 5631,(08) 8676 2106,NULL,(08) 8676 2375,mail@dclep.sa.gov.au,http://www.lowereyrepeninsula.sa.gov.au,"Open Thurs 9am-12noon, Sat 9am-12noon and Sun 2pm-4pm.",0.0000,0.0000,1,2086
1229,District Council of Loxton Waikerie - Loxton Waste Depot,5333,Loxton,"Mackey Road, Loxton 5333",PO Box 409 Loxton 5333,(08) 8584 8000,(08) 8541 0700 (Waikerie Office),(08) 8584 6622,council@loxtonwaikerie.sa.gov.au,http://www.loxtonwaikerie.sa.gov.au,Open 9.00am - 4.00pm 7 days per week except public holidays.,140.6150,-34.4638,1,322
1230,District Council of Loxton Waikerie – Waikerie Waste Transfer Station/Resource Recovery,5330,Waikerie," 264 Maggea Road, Waikerie 5330","PO Box 409, Loxton 5333",(08) 8541 0700,(08) 8584 8000 (Loxton Office),(08) 8541 3777,council@loxtonwaikerie.sa.gov.au,http://www.loxtonwaikerie.sa.gov.au,Open 12.30pm-4.00pm 7 days per week except public holidays. Loads for recycling must be segregated.,140.0030,-34.2010,1,1812
1231,District Council of Mallala - Mallala Resource Recovery Centre,5502,Mallala,"Limerock Road, Mallala 5502",PO Box 18 Mallala 5502,(08) 8527 0200,0428 400 111,(08) 8527 2242,info@mallala.sa.gov.au,http://www.mallala.sa.gov.au,"Open Thurs 9am to 4pm,  Sat 9am to 1pm,  Sun 1pm to 4pm. Please note that we also accept 20L plastic containers and empty oil containers.",138.4010,-34.4844,1,EPA 324
1232,District Council of Mallala - Two Wells Transfer Station,5501,Two Wells,"Wells Road, Two Wells 5501",PO Box 18 Mallala 5502,(08) 8520 3360,0428 400 111,(08) 8527 2242,info@mallala.sa.gov.au,http://www.mallala.sa.gov.au,"Open Wed 9am to 4pm,  Sat 9am to 3pm. Please note that we also accept 20L plastic containers and empty oil containers.",138.5120,-34.5944,1,EPA 1704
1233,District Council of Mount Barker Transfer Station (Windmill Hill),5245,Hahndorf,"Nixon Road Windmill Hill, Hahndorf 5245",PO Box 54 Mount Barker 5251,(08) 8388 1099,NULL,(08) 8391 7299,council@dcmtbarker.sa.gov.au,http://www.dcmtbarker.sa.gov.au,Green organics  steel  Used Motor Oil  batteries and empty gas cylinders.,0.0000,0.0000,1,1914
1234,District Council of Mount Remarkable - Port Germein Transfer Station,5483,Port Germein,"Golf Club Access Road, Port Germein 5483",PO Box 94 Melrose 5483,(08) 8666 2014,NULL,(08) 8666 2169,postmaster@mtr.sa.gov.au,http://www.mtr.sa.gov.au,This transfer station is open on Thursday 9.30am to 11.30am and Sunday 9.30am to 11.30am,138.1800,-32.8051,1,2098
1235,District Council of Mount Remarkable - Willowie Landfill Site,5483,Willowie,"Appila Pinda Road, Willowie 5483",PO Box 94 Melrose 5483,(08) 8666 2014,NULL,(08) 8666 2169,postmaster@mtr.sa.gov.au,http://www.mtr.sa.gov.au,This site is open on Thursday 1:00pm to 4:00pm and Sunday 10:00am to 1:00pm,138.1800,-32.8051,1,14535
1236,District Council of Mount Remarkable - Wirrabara Transfer Station,5483,Wirrabara,"H Wilds Road, Wirrabara 5483",PO Box 94 Melrose 5483,(08) 8666 2014,NULL,(08) 8666 2169,postmaster@mtr.sa.gov.au,http://www.mtr.sa.gov.au,This transfer station is open on Thursday 9.30 am to 11.30am and Sunday 2.30pm to 4.30pm.,138.2900,-33.0368,1,2101
1237,District Council of Streaky Bay,5680,Streaky Bay,"Section 314, Mudge Terrace, Streaky Bay 5680","PO Box 179, Streaky Bay SA 5680",(08) 8626 1001,NULL,(08) 8626 1196,depot@streakybay.sa.gov.au,http://www.streakybay.sa.gov.au,Please arrange in advance to drop off oil,134.2210,-32.7961,1,17963
1238,District Council of Streaky Bay - Streaky Bay Refuse,5680,Streaky Bay,"Flinders Highway, Streaky Bay 5680",PO Box 179 Streaky Bay 5680,(08) 8626 1001,NULL,(08) 8626 1196,dcstreaky@streakybay.sa.gov.au,http://www.streakybay.sa.gov.au,Recycle Used Motor Oil,0.0000,0.0000,1,2108
1239,District Council of the Copper Coast - Kadina Recycling Centre,5554,Kadina,"Port Broughton Road, Kadina 5554",PO Box 396 Kadina 5554,(08) 8828 1200,NULL,(08) 8821 2736,info@coppercoast.sa.gov.au,http://www.coppercoast.sa.gov.au,"Opening hours Sun 11am-4pm, Mon-Fri 8:30am-11:30am, 12:30pm-4:00pm.",0.0000,0.0000,1,NA
1240,District Council of the Copper Coast - Moonta Recycling Centre,5558,Moonta,"Corner of Blyth Terrace and Old Wallaroo Road, Moonta 5558",PO Box 396 Kadina 5554,(08) 8828 1200,NULL,(08) 8821 2736,info@coppercoast.sa.gov.au,http://www.coppercoast.sa.gov.au,"Opening hours Sun 11am-4pm, Mon-Fri 12:30pm-4:30pm.",137.5930,-34.0666,1,NA
1241,District Council of the Copper Coast - Wallaroo Recycling Centre,5556,Wallaroo,"Alford Road, Wallaroo 5556",PO Box 396 Kadina 5554,(08) 8828 1200,NULL,(08) 8821 2736,info@coppercoast.sa.gov.au,http://www.coppercoast.sa.gov.au,"Opening hours Sat, Sun, Mon, Wed 9am-4pm.",137.6420,-33.9232,1,NA
1242,District Council of Tumby Bay - Port Neill Transfer Station,5604,Port Neill,"Pioneer Drive, Port Neill 5604",PO Box 61 Tumby Bay SA 5605,(08) 8688 2101,0427 882 074,(08) 8688 2639,dctb@tumbybay.sa.gov.au,http://www.tumbybay.sa.gov.au,"Opening hours 9.00am – 10.00am Sundays. Please note we only accept chippable green waste, White Goods with refrigerants removed and lead acid batteries with acid removed.",136.3490,-34.1193,1,EPA 2000
